session_id,trial_number,target_pin,pin_entered,is_correct,timestamp_ms,time_from_start_ms,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,rot_x,rot_y,rot_z,rot_scalar,event_type,digit_pressed,digit_position
8e8a2c9e-8c1c-4cb0-92da-2535da50bb59,1,1478,,0,1763427834968,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,recording_start,,
8e8a2c9e-8c1c-4cb0-92da-2535da50bb59,1,1478,,0,1763427834972,26,0.0,0.0,0.0,0.18371758,-0.0074830935,0.23625195,0.0,0.0,0.0,0.0,idle,,
8e8a2c9e-8c1c-4cb0-92da-2535da50bb59,1,1478,,0,1763427834972,26,0.0,0.0,0.0,0.18371758,-0.0074830935,0.23625195,0.0,0.0,0.0,0.0,idle,,
8e8a2c9e-8c1c-4cb0-92da-2535da50bb59,1,1478,,0,1763427834972,26,0.0,0.0,0.0,0.18371758,-0.0074830935,0.23625195,0.0,0.0,0.0,0.0,idle,,
8e8a2c9e-8c1c-4cb0-92da-2535da50bb59,1,1478,,0,1763427834972,26,1.1246266,6.9535427,6.317052,0.18371758,-0.0074830935,0.23625195,0.0,0.0,0.0,0.0,idle,,
8e8a2c9e-8c1c-4cb0-92da-2535da50bb59,1,1478,,0,1763427834972,26,1.2346965,6.9248285,6.273981,0.18371758,-0.0074830935,0.23625195,0.0,0.0,0.0,0.0,idle,,
8e8a2c9e-8c1c-4cb0-92da-2535da50bb59,1,1478,,0,1763427834972,26,1.3447664,6.896115,6.235696,0.18371758,-0.0074830935,0.23625195,0.0,0.0,0.0,0.0,idle,,
8e8a2c9e-8c1c-4cb0-92da-2535da50bb59,1,1478,,0,1763427834972,26,1.3447664,6.896115,6.235696,0.18371758,-0.0074830935,0.23625195,0.0,0.0,0.0,0.0,idle,,
8e8a2c9e-8c1c-4cb0-92da-2535da50bb59,1,1478,,0,1763427834972,26,1.4596218,6.876972,6.1974106,0.18371758,-0.0074830935,0.23625195,0.0,0.0,0.0,0.0,idle,,
8e8a2c9e-8c1c-4cb0-92da-2535da50bb59,1,1478,,0,1763427835020,74,1.4596218,6.876972,6.1974106,-0.043524116,-0.029474225,0.19837834,0.0,0.0,0.0,0.0,idle,,
8e8a2c9e-8c1c-4cb0-92da-2535da50bb59,1,1478,,0,1763427835020,74,1.4596218,6.876972,6.1974106,-0.06062833,-0.023365578,0.18371758,0.0,0.0,0.0,0.0,idle,,
8e8a2c9e-8c1c-4cb0-92da-2535da50bb59,1,1478,,0,1763427835020,74,1.5601203,6.853044,6.2404814,-0.06062833,-0.023365578,0.18371758,0.0,0.0,0.0,0.0,idle,,
8e8a2c9e-8c1c-4cb0-92da-2535da50bb59,1,1478,,0,1763427835020,74,1.6462619,6.8243303,6.2644095,-0.06062833,-0.023365578,0.18371758,0.0,0.0,0.0,0.0,idle,,
8e8a2c9e-8c1c-4cb0-92da-2535da50bb59,1,1478,,0,1763427835020,74,1.6462619,6.8243303,6.2644095,-0.075289086,-0.020922119,0.16416991,0.0,0.0,0.0,0.0,idle,,
8e8a2c9e-8c1c-4cb0-92da-2535da50bb59,1,1478,,0,1763427835020,74,1.713261,6.786045,6.3457656,-0.075289086,-0.020922119,0.16416991,0.0,0.0,0.0,0.0,idle,,
8e8a2c9e-8c1c-4cb0-92da-2535da50bb59,1,1478,,0,1763427835020,74,1.713261,6.786045,6.3457656,-0.10461059,-0.027030766,0.1470657,0.0,0.0,0.0,0.0,idle,,
8e8a2c9e-8c1c-4cb0-92da-2535da50bb59,1,1478,,0,1763427835020,74,1.7515461,6.7525454,6.4271216,-0.10461059,-0.027030766,0.1470657,0.0,0.0,0.0,0.0,idle,,
8e8a2c9e-8c1c-4cb0-92da-2535da50bb59,1,1478,,0,1763427835020,74,1.7706888,6.680761,6.532406,-0.10461059,-0.027030766,0.1470657,0.0,0.0,0.0,0.0,idle,,
8e8a2c9e-8c1c-4cb0-92da-2535da50bb59,1,1478,,0,1763427835020,74,1.7706888,6.680761,6.532406,-0.09850194,-0.006261364,0.123852834,0.0,0.0,0.0,0.0,idle,,
8e8a2c9e-8c1c-4cb0-92da-2535da50bb59,1,1478,,0,1763427835020,74,1.7706888,6.680761,6.532406,-0.100945406,0.007177661,0.10430516,0.0,0.0,0.0,0.0,idle,,
8e8a2c9e-8c1c-4cb0-92da-2535da50bb59,1,1478,,0,1763427835020,74,1.7611175,6.63769,6.6711893,-0.100945406,0.007177661,0.10430516,0.0,0.0,0.0,0.0,idle,,
8e8a2c9e-8c1c-4cb0-92da-2535da50bb59,1,1478,,0,1763427835020,74,1.7611175,6.63769,6.6711893,-0.11438443,0.008399391,0.085979216,0.0,0.0,0.0,0.0,idle,,
8e8a2c9e-8c1c-4cb0-92da-2535da50bb59,1,1478,,0,1763427835020,74,1.7611175,6.580262,6.8099732,-0.11438443,0.008399391,0.085979216,0.0,0.0,0.0,0.0,idle,,
8e8a2c9e-8c1c-4cb0-92da-2535da50bb59,1,1478,,0,1763427835020,74,1.7611175,6.580262,6.8099732,-0.099723674,0.03161225,0.06520981,0.0,0.0,0.0,0.0,idle,,
8e8a2c9e-8c1c-4cb0-92da-2535da50bb59,1,1478,,0,1763427835020,74,1.7802601,6.532406,6.9152575,-0.099723674,0.03161225,0.06520981,0.0,0.0,0.0,0.0,idle,,
8e8a2c9e-8c1c-4cb0-92da-2535da50bb59,1,1478,,0,1763427835020,74,1.7802601,6.532406,6.9152575,-0.107054055,0.03405571,0.049327333,0.0,0.0,0.0,0.0,idle,,
8e8a2c9e-8c1c-4cb0-92da-2535da50bb59,1,1478,,0,1763427835020,74,1.7994026,6.498906,7.01097,-0.107054055,0.03405571,0.049327333,0.0,0.0,0.0,0.0,idle,,
8e8a2c9e-8c1c-4cb0-92da-2535da50bb59,1,1478,,0,1763427835020,74,1.7994026,6.498906,7.01097,-0.10827578,0.03649917,0.034666575,0.0,0.0,0.0,0.0,idle,,
8e8a2c9e-8c1c-4cb0-92da-2535da50bb59,1,1478,,0,1763427835020,74,1.7706888,6.4366927,7.025327,-0.10827578,0.03649917,0.034666575,0.0,0.0,0.0,0.0,idle,,
